Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
0,Tit For 2 Tats,2.935042735042735,0.34561253561253563,9.0,0.2611111111111111,0.20897435897435895,0.13663817663817665,0.41501424501424505,0.2393732193732194,0.2839372311817437,0.4857430323061329,0.2830502597863401,0.4121585363987137
1,Tit For Tat,2.6632478632478627,0.45564102564102565,6.0,0.26666666666666666,0.25988603988603987,0.19575498575498576,0.32960113960113957,0.21475783475783478,0.2764434086864485,0.7154106354722811,0.27880579974402564,0.713250807889792
2,Suspicious Tit For Tat,2.6398860398860395,0.45766381766381764,6.0,0.7333333333333333,0.2597435897435898,0.19792022792022793,0.3282621082621082,0.21407407407407408,0.26856427962633705,0.7145729208826502,0.27832633744661556,0.7185543313370399
3,Remorseful Prober: 0.1,2.5914529914529916,0.47937321937321936,6.0,0.2222222222222222,0.27393162393162396,0.20544159544159546,0.30982905982905984,0.21079772079772077,0.3241403580178372,0.6823977578945709,0.3234130919293808,0.7170735077934549
4,Win-Stay Lose-Shift: C,2.576638176638177,0.4995156695156695,6.5,0.2611111111111111,0.2950712250712251,0.20444444444444443,0.29629629629629634,0.2041880341880342,0.2794580685514635,0.7205003235177503,0.7249255534555541,0.2825806204170287
5,Prober,2.4116809116809117,0.5429059829059829,4.0,0.7111111111111111,0.2974074074074074,0.2454985754985755,0.2648717948717949,0.1922222222222222,0.4341212088952335,0.7292623950931935,0.3537012164578489,0.7134155449799396
6,Hard Tit For Tat,2.0965811965811967,0.6422507122507123,3.0,0.22777777777777777,0.3225071225071225,0.3197435897435897,0.1998860398860399,0.15786324786324787,0.6300466104709792,0.7228509592993119,0.5381170033880871,0.7235474779153148
7,"BackStabber: ('D', 'D')",1.9527065527065526,0.70005698005698,2.0,0.2777777777777778,0.349059829059829,0.350997150997151,0.1528774928774929,0.14706552706552709,0.716470310329617,0.7141034165303936,0.6616047381154249,0.6759640797655018
8,Grudger,1.8997150997150998,0.7183190883190883,1.0,0.2611111111111111,0.36071225071225066,0.3576068376068376,0.1423076923076923,0.13937321937321942,0.719936539049037,0.7183317194824833,0.716952588605002,0.7332710290676732
9,Defector,1.8943019943019943,0.7264102564102564,1.0,0.6833333333333333,0.363019943019943,0.3633903133903134,0.1384900284900285,0.1350997150997151,0.732361987089273,0.7213659832400986,0.7305840431048609,0.7222977064709524
