Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
0,Cooperator,2.590909090909091,0.29446640316205536,7.0,0.3557312252964427,0.14130434782608695,0.15316205533596838,0.3626482213438735,0.3428853754940711,0.3316468253968254,0.2739086670904853,0.28201158499499496,0.2714241870833361
1,Tit For Tat,2.3636363636363638,0.4407114624505929,5.0,0.3438735177865613,0.2322134387351779,0.208498023715415,0.283596837944664,0.2756916996047431,0.32832348250304905,0.5810301107092551,0.251800367797229,0.6767499476787403
2,Alternator,2.272727272727273,0.41699604743083,5.0,0.3241106719367589,0.20454545454545453,0.2124505928853755,0.29644268774703564,0.2865612648221344,0.6664403778040142,0.5768911569713709,0.31087244511179607,0.3453595746358904
3,Gradual,2.25,0.4090909090909091,5.0,0.33201581027667987,0.19960474308300394,0.20948616600790515,0.28952569169960474,0.3013833992094862,0.307904621178615,0.4662075298438935,0.3031569935313251,0.5671031153161379
4,Prober,2.227272727272727,0.4634387351778656,4.0,0.6837944664031621,0.21541501976284588,0.24802371541501972,0.2667984189723321,0.26976284584980237,0.36254976907150815,0.38613000016110066,0.33616722395326515,0.4568787149794015
5,Remorseful Prober: 0.1,2.227272727272727,0.48221343873517786,5.0,0.2885375494071146,0.2450592885375494,0.23715415019762845,0.25988142292490113,0.25790513833992096,0.3914412881804186,0.653747077343334,0.36265587169607083,0.758707825778764
6,Forgiving Tit For Tat,2.1818181818181817,0.49110671936758893,5.0,0.3201581027667984,0.23320158102766797,0.25790513833992096,0.2519762845849802,0.25691699604743085,0.37797316983919854,0.7372107361237797,0.33037946901583265,0.6902583941835524
7,Grudger,2.1363636363636362,0.5207509881422925,4.0,0.28063241106719367,0.26086956521739135,0.2598814229249012,0.22332015810276679,0.2559288537549407,0.6382130726170975,0.599358365935906,0.4409128796899695,0.6918139737799179
8,"BackStabber: ('D', 'D')",2.090909090909091,0.5158102766798419,4.0,0.3359683794466403,0.25592885375494073,0.25988142292490113,0.22332015810276673,0.26086956521739135,0.6337030119638816,0.47808343617167154,0.6662931508313242,0.5484796448766883
9,Suspicious Tit For Tat,2.0454545454545454,0.5681818181818182,3.0,0.7114624505928854,0.26778656126482214,0.3003952569169961,0.20553359683794464,0.22628458498023718,0.32744452834685833,0.6676991340945965,0.34247805997759895,0.7207009364904101
10,Hard Tit For Tat,2.0,0.516798418972332,3.0,0.308300395256917,0.2282608695652174,0.2885375494071146,0.23122529644268772,0.2519762845849802,0.597734595095674,0.6466890741845369,0.4308261881745194,0.6816948870312225
11,Defector,1.7045454545454546,0.6818181818181818,1.0,0.6719367588932806,0.29841897233201575,0.383399209486166,0.12450592885375494,0.1936758893280632,0.6859233025370949,0.7031478260556902,0.5922077922077921,0.7001657495958088
