Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
0,Tit For Tat,2.3374999999999995,0.4963250517598344,4.0,0.4658385093167702,0.2564958592132505,0.23982919254658386,0.26291407867494826,0.2407608695652174,0.4432728923688699,0.5598405744625746,0.44434458510787794,0.5483433221167987
1,Random: 0.5,2.305357142857143,0.5004140786749482,4.0,0.5175983436853002,0.2593944099378882,0.24101966873706004,0.25729813664596274,0.242287784679089,0.49629409830660454,0.5021794124845609,0.5094911546364146,0.4917398612028401
2,Remorseful Prober: 0.1,2.3035714285714284,0.4983695652173913,4.0,0.42650103519668736,0.2568840579710145,0.24148550724637685,0.2586438923395445,0.2429865424430642,0.4479794268754485,0.5428156055442649,0.45607474601128695,0.5560316475995738
3,Win-Stay Lose-Shift: C,2.3035714285714284,0.5004140786749482,3.0,0.44306418219461696,0.25703933747412006,0.2433747412008282,0.25711697722567284,0.24246894409937886,0.44370987516937227,0.556061352383551,0.5521089342419021,0.45329466945787456
4,Gradual,2.294642857142857,0.5125258799171842,4.0,0.4409937888198758,0.2650879917184265,0.24743788819875778,0.2526138716356108,0.23486024844720502,0.5031113590082877,0.525341568480757,0.49916868765325934,0.5276131379700632
5,Alternator,2.2928571428571423,0.5014492753623189,3.0,0.4616977225672878,0.2560817805383023,0.24536749482401657,0.2578416149068323,0.24070910973084889,0.5601474093424196,0.5555426778166933,0.4420894386449471,0.44989277612725226
6,"BackStabber: ('D', 'D')",2.2035714285714283,0.546972049689441,2.0,0.40993788819875776,0.27875258799171837,0.26821946169772254,0.23126293995859212,0.22176501035196688,0.5549035162225909,0.5475887967355502,0.5495630185753823,0.5419944702434979
7,Grudger,2.1964285714285716,0.5562370600414078,2.0,0.46790890269151136,0.2808229813664596,0.2754140786749482,0.22445652173913047,0.2193064182194617,0.5567192141909214,0.5627595499808097,0.546968461841157,0.5611582638568284
