Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
0,Cooperator,3.7615499254843523,0.12807473074500283,11.0,0.11996251171508904,0.095118840935978,0.03295588980902484,0.6502066464885462,0.22171862276645102,0.1351352957020824,0.12618934864588918,0.12703792137015146,0.1279533118445582
1,Forgiving Tit For Tat,2.7965722801788373,0.4151366632353619,7.0,0.12933458294283037,0.19577642232703923,0.21936024090832265,0.4106964524405795,0.17416688432405858,0.12843909620167876,0.8630821548028753,0.12663139661233996,0.8490505758543186
2,Suspicious Tit For Tat,2.7228017883755586,0.43756049595157254,7.0,0.8650421743205249,0.1987493662328883,0.23881112971868423,0.390400540814602,0.1720389632338255,0.12728050471859878,0.8706368857027992,0.12806707637663933,0.8719352893614679
3,Remorseful Prober: 0.1,2.680327868852459,0.46185106088773487,7.0,0.1162136832239925,0.22356230890961326,0.23828875197812158,0.3671931414875474,0.1709557976247177,0.19932663538185905,0.7968582550486616,0.20006978080406881,0.8649631903924425
4,Win-Stay Lose-Shift: C,2.663934426229508,0.5010754835835113,7.0,0.12089971883786317,0.3078802218568992,0.19319526172661206,0.31046906448292283,0.18845545193356583,0.12870788495831909,0.8742556038908958,0.8732716830127132,0.12846610858636986
5,Alternator,2.657973174366617,0.48184737351544854,7.0,0.12371134020618557,0.22366985726796446,0.25817751624748414,0.36482707760382255,0.15332554888072886,0.8722490368498707,0.8690565586184701,0.12676096024535,0.12556477882825093
6,Gradual,2.567064083457526,0.5063069430147341,6.0,0.13214620431115276,0.24472628942799643,0.2615806535867378,0.3394456650329559,0.15424739195231,0.6467647168143253,0.729015404265365,0.1897949749995706,0.6657309429622186
7,Prober,2.485842026825633,0.5419899519105198,6.0,0.8856607310215557,0.26199548296894926,0.2799944689415705,0.3091093459523407,0.14890070213713955,0.3864900352236031,0.8453293258833111,0.1829367396644878,0.8461828884845926
8,Hard Tit For Tat,1.9068554396423252,0.6841688816507137,3.0,0.12371134020618557,0.25636455820670795,0.4278043234440057,0.21414414552829297,0.10168697282099343,0.7105046708335846,0.8712023192316657,0.4063332266732649,0.8764752123013033
9,"BackStabber: ('D', 'D')",1.7205663189269749,0.7781584648240047,2.0,0.14339268978444236,0.32882910565858003,0.4493293591654247,0.1286892927927236,0.09315224238327162,0.8450266094449771,0.8656477707818234,0.4461638614836625,0.6727162693524774
10,Defector,1.491058122205663,0.8746370242905649,0.0,0.865979381443299,0.3757816461044448,0.4988553781861201,0.05443483337686481,0.07092814233257026,0.8790267087286225,0.8725305533773322,0.8747531704696633,0.8658262930421905
11,Grudger,1.431445603576751,0.857383194800805,1.0,0.13776944704779756,0.35487117243074645,0.5025120223700584,0.061248790080968535,0.08136801511822635,0.8684568357540492,0.8731688546944038,0.7669400062558474,0.8730371213731787
