Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
0,Gradual,2.818571428571428,0.46112115732368897,4.0,0.09584086799276673,0.23471971066907776,0.2264014466546112,0.3889873417721519,0.14989150090415915,0.6294988752869538,0.7198206960311457,0.13917393452012114,0.6722189965011767
1,Alternator,2.7457142857142856,0.4685352622061483,5.0,0.09764918625678119,0.23390596745027126,0.23462929475587704,0.37943942133815556,0.1520253164556962,0.9042548642724312,0.9026936098854969,0.09261819433958494,0.09678228984685226
2,Tit For Tat,2.7242857142857138,0.429620253164557,4.0,0.09041591320072333,0.18934900542495478,0.24027124773960212,0.3929837251356239,0.17739602169981916,0.09584118737163916,0.9096819203285106,0.09414929953030257,0.897765079529297
3,Remorseful Prober: 0.1,2.6542857142857144,0.46783001808318264,4.0,0.08499095840867993,0.21452079566003615,0.25330922242314646,0.364629294755877,0.16754068716094034,0.17922598117018082,0.8314005549079452,0.17797014200729602,0.8913709815891387
4,Random: 0.5,2.6499999999999995,0.49795660036166367,5.0,0.46835443037974683,0.30547920433996384,0.19247739602169983,0.3082097649186256,0.19383363471971068,0.49953514932175364,0.49837566826409263,0.49684014306937463,0.49897881622540236
5,Win-Stay Lose-Shift: C,2.64,0.5039783001808318,4.0,0.10126582278481013,0.30079566003616637,0.20318264014466547,0.3058770343580471,0.19014466546112116,0.0953238401075529,0.8984142309310731,0.9059623853057693,0.09799373458695856
6,"BackStabber: ('D', 'D')",1.7985714285714285,0.7899638336347197,1.0,0.0867992766726944,0.353128390596745,0.43683544303797467,0.12866184448462928,0.081374321880651,0.8765990717238789,0.8960029644386978,0.39303023671130977,0.6126315806752417
7,Grudger,1.3885714285714286,0.8901084990958409,0.0,0.0867992766726944,0.364122965641953,0.5259855334538879,0.04430379746835443,0.0655877034358047,0.9029566443540745,0.9034773000975135,0.8021551790399508,0.9017561209966135
