Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
0,Gradual,2.7103950103950103,0.793425155925156,2.0,1.0,0.7487318087318088,0.0446933471933472,0.06469854469854472,0.1418762993762994,1.0,0.42318381170491187,0.46339713860255616,0.13054680809301863
1,Forgiving Tit For Tat,2.665488565488565,0.7757328482328483,0.0,1.0,0.6468762993762994,0.12885654885654885,0.12566528066528065,0.0986018711018711,1.0,0.5182463253928028,1.0,0
2,Tit For Tat,2.665072765072765,0.7702806652806653,0.0,1.0,0.638456340956341,0.13182432432432428,0.13018191268191265,0.09953742203742202,1.0,0,1.0,0
3,"BackStabber: ('D', 'D')",2.561330561330561,0.6366268191268192,9.0,1.0,0.6278950103950104,0.008731808731808732,0.07886694386694387,0.284506237006237,0.9963545106987731,0.7916666666666666,0,0
4,Win-Stay Lose-Shift: C,2.475883575883576,0.7448856548856548,0.0,1.0,0.5959407484407484,0.14894490644490643,0.10783264033264033,0.1472817047817048,1.0,0,0,1.0
5,Tit For 2 Tats,2.4625779625779627,0.8288253638253639,0.0,1.0,0.7498492723492723,0.07897609147609147,0.010478170478170477,0.16069646569646567,1.0,0.8189547824345145,1.0,0
6,Grudger,2.3912681912681917,0.5451507276507277,3.0,1.0,0.5422401247401247,0.0029106029106029108,0.0778014553014553,0.37704781704781704,1.0,0,0,0
7,Hard Tit For Tat,2.380665280665281,0.5551507276507277,3.0,1.0,0.5474636174636175,0.007687110187110187,0.07314968814968816,0.3716995841995842,1.0,0,0.14570889657340458,0
8,Suspicious Tit For Tat,2.2513513513513512,0.5213201663201663,7.0,0.0,0.32363305613305615,0.19768711018711016,0.20057172557172553,0.27810810810810815,1.0,0,1.0,0
9,Remorseful Prober: 0.1,2.1047817047817046,0.41015072765072763,7.0,1.0,0.19765072765072766,0.21249999999999997,0.23046777546777547,0.35938149688149684,0.9010447301687308,0,0.9001922666391436,0.5169889500563077
10,Prober,2.0291060291060288,0.442993762993763,2.0,0.0,0.32513513513513514,0.11785862785862784,0.1272972972972973,0.4297089397089397,0.8881324893506908,0.5050162098150578,0.836675481122374,0.33824717774519625
11,Alternator,1.8829521829521831,0.5027027027027027,1.0,1.0,0.0923180873180873,0.4103846153846154,0.2770114345114345,0.22028586278586276,0,0,1.0,1.0
12,Random: 0.5,1.7584199584199585,0.4999428274428274,3.0,0.5019230769230769,0.17610706860706862,0.3238357588357588,0.17573284823284824,0.3243243243243243,0.5022047032114763,0.5031817851936669,0.5016635659264072,0.49597186024695444
13,Defector,1.5405405405405406,0.0,12.0,0.0,0.0,0.0,0.1351351351351351,0.8648648648648649,0,0,0,0
