Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
0,"BackStabber: ('D', 'D')",2.6533333333333333,0.6699583333333333,8.0,1.0,0.6435833333333334,0.026375,0.10204166666666667,0.22800000000000004,0.9880540759430583,0.7553104575163399,0,0
1,Tit For Tat,2.6116666666666672,0.7595416666666667,0.0,1.0,0.6413333333333333,0.11820833333333332,0.11179166666666666,0.12866666666666665,1.0,0,1.0,0
2,Forgiving Tit For Tat,2.6100000000000003,0.7684583333333334,0.0,1.0,0.6530833333333332,0.11537499999999999,0.10558333333333332,0.1259583333333333,1.0,0.5219194312796208,1.0,0
3,Hard Tit For Tat,2.6000000000000005,0.6335416666666667,2.0,1.0,0.6199583333333333,0.013583333333333333,0.09375,0.27270833333333333,1.0,0,0.12718446601941746,0
4,Gradual,2.5983333333333336,0.782125,2.0,1.0,0.695875,0.08625000000000001,0.07379166666666667,0.14408333333333334,1.0,0.3886200268621218,0.21151008151008152,0.2643795450291354
5,Win-Stay Lose-Shift: C,2.506666666666667,0.80575,0.0,1.0,0.6795416666666667,0.1262083333333333,0.06979166666666667,0.12445833333333334,1.0,0,0,1.0
6,Cooperator,2.3575,1.0,0.0,1.0,0.786875,0.21312499999999995,0.0,0.0,1.0,1.0,0,0
7,Remorseful Prober: 0.1,2.2783333333333333,0.5034583333333333,5.5,1.0,0.32779166666666665,0.1756666666666666,0.20070833333333332,0.2958333333333333,0.8936685617270904,0,0.9037366927128354,0.4072032687896864
8,Defector,2.1799999999999997,0.0,10.0,0.0,0.0,0.0,0.2935833333333333,0.7064166666666667,0,0,0,0
9,Alternator,1.9916666666666667,0.5,4.0,1.0,0.13220833333333332,0.36779166666666663,0.275,0.225,0,0,1.0,1.0
10,Random: 0.5,1.9624999999999995,0.501375,3.0,0.51,0.20833333333333331,0.29304166666666664,0.20958333333333332,0.2890416666666667,0.4942897472201044,0.4934532561970022,0.4952668246070606,0.5099476828508551
