Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
0,Gradual,2.5441176470588234,0.6803376906318083,2.0,1.0,0.6032135076252724,0.07712418300653595,0.10332244008714597,0.2163398692810458,1.0,0.42297243259336187,0.3422427864202878,0.14948310631050812
1,Suspicious Tit For Tat,2.473039215686274,0.617755991285403,6.0,0.0,0.4019607843137255,0.21579520697167756,0.22091503267973855,0.16132897603485838,1.0,0,1.0,0
2,Tit For Tat,2.4648692810457513,0.6312091503267974,0.0,1.0,0.4177015250544662,0.21350762527233114,0.21094771241830068,0.15784313725490196,1.0,0,1.0,0
3,Remorseful Prober: 0.1,2.4517973856209148,0.5544117647058824,4.0,1.0,0.3440087145969499,0.21040305010893248,0.244281045751634,0.20130718954248367,0.9045220205015868,0,0.9029921089277618,0.6873391662377766
4,Alternator,2.440359477124183,0.5032679738562091,2.0,1.0,0.17625272331154682,0.32701525054466235,0.35299564270152506,0.1437363834422658,0,0,1.0,1.0
5,Tit For 2 Tats,2.3848039215686274,0.8450435729847494,0.0,1.0,0.7191176470588235,0.1259259259259259,0.01644880174291939,0.13850762527233118,1.0,0.8133297471759009,1.0,0
6,Random: 0.5,2.2745098039215685,0.5023420479302833,3.0,0.43333333333333335,0.25354030501089325,0.24880174291938995,0.2523420479302832,0.2453159041394335,0.5048079125586142,0.5051116727731761,0.504787988203798,0.5014562226588388
7,Cooperator,2.2083333333333335,1.0,0.0,1.0,0.7368191721132897,0.2631808278867102,0.0,0.0,1.0,1.0,0,0
8,Defector,2.1209150326797386,0.0,7.0,0.0,0.0,0.0,0.28050108932461876,0.7194989106753813,0,0,0,0
