Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
0,Tit For Tat,2.840104166666667,0.8496661324786324,0.0,1.0,0.7030315170940171,0.1466346153846154,0.14531917735042738,0.005014690170940172,1.0,0,1.0,0
1,Forgiving Tit For Tat,2.8401041666666664,0.8562833867521368,0.0,1.0,0.7135349893162394,0.14274839743589746,0.1397235576923077,0.003993055555555556,1.0,0.5147514262428687,1.0,0
2,"BackStabber: ('D', 'D')",2.6317708333333334,0.721247329059829,7.0,1.0,0.7144764957264957,0.006770833333333333,0.05364583333333334,0.2251068376068376,0.9963130047340574,0.8125,0,0
3,Tit For 2 Tats,2.6156249999999996,0.9015691773504273,0.0,1.0,0.8378004807692306,0.06376869658119658,0.0009481837606837605,0.09748263888888888,1.0,0.9153927142556327,1.0,0
4,Cooperator,2.51875,1.0,0.0,1.0,0.8396100427350428,0.16038995726495728,0.0,0.0,1.0,1.0,0,0
5,Grudger,2.4104166666666664,0.6067775106837607,2.0,1.0,0.604173344017094,0.0026041666666666665,0.0515625,0.3416599893162393,1.0,0,0,0
6,Hard Tit For Tat,2.409895833333333,0.6075387286324786,2.0,1.0,0.604934561965812,0.0026041666666666665,0.0515625,0.3408987713675214,1.0,0,0,0
7,Suspicious Tit For Tat,2.3973958333333334,0.5954727564102564,3.0,0.0,0.3963541666666667,0.19911858974358973,0.20090811965811964,0.20361912393162399,1.0,0,1.0,0
8,Prober,2.30859375,0.4048611111111111,3.0,0.0,0.30605635683760685,0.09880475427350427,0.1990317841880342,0.39610710470085475,0.8125,0.5745892612572323,0.7320693709582599,1.0
9,Remorseful Prober: 0.1,2.2395833333333335,0.46366185897435896,5.0,1.0,0.23864182692307695,0.22502003205128202,0.24748263888888888,0.28885550213675215,0.8974559867889281,0,0.9066077682735063,0.6668337582571023
10,Alternator,2.2229166666666664,0.5,6.0,1.0,0.11033653846153846,0.3896634615384615,0.3479433760683761,0.15205662393162395,0,0,1.0,1.0
