Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
0,Suspicious Tit For Tat,2.6923076923076925,0.381139489194499,5.0,0.378698224852071,0.2105522682445759,0.1706607495069033,0.38298816568047345,0.23579881656804733,0,0,1.0,1.0
1,Defector,2.6923076923076925,0.41141732283464566,5.0,0.41222879684418146,0.2502958579881657,0.16119329388560158,0.3465483234714004,0.24196252465483234,0,0,0,0
2,Prober,2.5384615384615383,0.40471512770137524,4.0,0.40236686390532544,0.23579881656804733,0.1689842209072978,0.34166666666666673,0.25355029585798816,1.0,0,0,0
3,Random: 0.5,2.3846153846153846,0.5167652859960552,3.0,0.5167652859960552,0.27613412228796846,0.24063116370808674,0.27416173570019725,0.20907297830374752,0,0,0,0
4,Cooperator,2.3846153846153846,0.6259842519685039,3.0,0.6252465483234714,0.37805719921104536,0.24797830374753455,0.2104043392504931,0.16356015779092703,1.0,0,0,0
5,Tit For Tat,2.3076923076923075,0.6633858267716536,2.0,0.6646942800788954,0.3705128205128205,0.29280078895463507,0.18703155818540432,0.14965483234714005,0,0,0,0
6,Alternator,2.3076923076923075,0.5893909626719057,3.0,0.5877712031558185,0.3184418145956608,0.27105522682445754,0.23762327416173568,0.17287968441814594,0,1.0,1.0,0
7,Gradual,2.3076923076923075,0.5818540433925049,3.0,0.5818540433925049,0.33333333333333337,0.2485207100591716,0.21104536489151873,0.2071005917159763,0,0,0,0
8,Win-Stay Lose-Shift: C,2.230769230769231,0.5956607495069034,2.0,0.5956607495069034,0.34516765285996054,0.2504930966469428,0.1972386587771203,0.20710059171597633,0,0,0,0
9,Remorseful Prober: 0.1,2.230769230769231,0.6444007858546169,3.0,0.6449704142011834,0.3735207100591716,0.2712031558185405,0.20606508875739646,0.14921104536489152,0,0,0,1.0
10,Hard Tit For Tat,2.230769230769231,0.6196078431372549,3.0,0.621301775147929,0.349112426035503,0.2704635108481263,0.20774161735700195,0.17268244575936886,1.0,0,0,0
11,Tit For 2 Tats,2.230769230769231,0.6051080550098232,3.0,0.6055226824457594,0.343916871121374,0.2619425602540049,0.21345071438880067,0.18068985423582046,0,0,0,0.5
12,"BackStabber: ('D', 'D')",2.230769230769231,0.6272189349112426,3.0,0.6272189349112426,0.349112426035503,0.2781065088757396,0.20512820512820515,0.1676528599605523,0,0,0,0
13,Grudger,2.076923076923077,0.6223091976516634,2.0,0.6232741617357002,0.3370135180641747,0.2850976571895897,0.1980372348102179,0.17985158993601771,0,0,1.0,0.5
