Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
0,Defector,2.3659652076318745,0.45241809672386896,4.0,0.47358834244080145,0.23617839339658714,0.2157078382207225,0.2813972698709659,0.26671649851172435,0.46765329848606313,0.4629973319038472,0.4193494141997421,0.44555773498289486
1,Grudger,2.3536155202821867,0.48525377229080935,3.0,0.5865209471766849,0.2582284738906596,0.2269609950165971,0.2558517693228076,0.2589587617699357,0.46119924674248364,0.45384190184937245,0.4911130435193185,0.4329635483870811
2,Win-Stay Lose-Shift: C,2.3333333333333335,0.5027932960893855,3.0,0.5646630236794171,0.2610388503420355,0.24324733853014693,0.2502483259423155,0.245465485185502,0.5192390074371755,0.44920927800892113,0.4519641333695516,0.5320221366343161
3,Prober,2.319907407407407,0.48717948717948717,4.0,0.41712204007285975,0.2489243546974952,0.23802897944913826,0.2663315429253818,0.2467151229279848,0.5467885370912415,0.4347049957240406,0.5228666890265428,0.49312401895277713
4,Gradual,2.296296296296296,0.5274798927613941,3.0,0.5701275045537341,0.2708133849827819,0.25662811432746596,0.23286051799827248,0.2396979826914796,0.548192519348543,0.4842351418534506,0.5612176412950447,0.4762436040502934
5,Random: 0.5,2.248148148148148,0.5155817174515236,3.0,0.5409836065573771,0.2515168141976528,0.26415434897639717,0.24040089652772575,0.2439279402982243,0.5322645254187554,0.5091264968141412,0.508979275157334,0.49655888030099593
6,Forgiving Tit For Tat,2.234983380816714,0.5372768638431922,3.0,0.5683060109289617,0.28114241836625603,0.2542304132087893,0.2389564175849852,0.2256707508399694,0.6026458069562864,0.4530134209027644,0.5736781228493099,0.45001643285852505
7,"BackStabber: ('D', 'D')",2.2314814814814814,0.5442220787604907,2.0,0.6102003642987249,0.2830069411227531,0.262058519796725,0.23298420043162776,0.22195033864889416,0.5434564850913769,0.5303646860358451,0.5403477348759762,0.49709918323084895
8,Tit For Tat,2.227777777777778,0.5134691195795007,3.0,0.5409836065573771,0.26106745193557884,0.25190749987419675,0.24250284060299515,0.2445222075872292,0.5657013605607366,0.42860818562990805,0.5581871436192694,0.4703218599057845
9,Tit For 2 Tats,2.1955908289241624,0.5491961414790997,3.0,0.5919854280510018,0.2733084352119326,0.2741310395534533,0.24552130574655504,0.20703921948805906,0.5404160666222788,0.5197762661895307,0.5666980428633941,0.5236558625103067
