Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
0,Defector,2.727838827838828,0.3829787234042553,7.0,0.38076923076923075,0.22014507695543364,0.1649732324768849,0.32278202011988116,0.2920996704478002,0.42102000563539027,0.39488011988011984,0.34253628473085485,0.3940640556025171
1,Suspicious Tit For Tat,2.596153846153846,0.4805699481865285,4.0,0.3769230769230769,0.24932361045044585,0.225454272951923,0.26611829330831216,0.2591038232893191,0.5913880377773179,0.4043166235473929,0.6133434941127249,0.48646641819718744
2,Tit For Tat,2.5448717948717947,0.5460704607046071,3.5,0.6153846153846154,0.32051397165246337,0.2238351669208651,0.25573249324965297,0.1999183681770186,0.58997615632231,0.41309523809523807,0.5838994338994339,0.4273574909938547
3,Alternator,2.471020646020646,0.5285171102661597,4.0,0.6230769230769231,0.27333415923365234,0.25220626213105946,0.2551940622313799,0.21926551640390818,0.40659116524501143,0.3365913857540652,0.6045426795426795,0.6081525312294542
4,Random: 0.5,2.467307692307692,0.5006105006105006,4.5,0.48846153846153845,0.27658714422771763,0.2249888096898022,0.29289352562070853,0.2055305204617716,0.5241098707727667,0.5151278460101991,0.5187602265031415,0.4880828573136266
5,Tit For 2 Tats,2.31978021978022,0.5765765765765766,3.5,0.5653846153846154,0.3021656023946996,0.27584711456796607,0.22474969363894964,0.1972375893983847,0.6676216443184769,0.5513912369681601,0.5806206613898921,0.5302939484757666
6,Cooperator,2.314102564102564,0.6046511627906976,3.0,0.6115384615384616,0.3316499109173919,0.2696983870517433,0.21455011814000152,0.18410158389086329,0.6092935573198731,0.5477235371466141,0.5926938446169215,0.6248168498168497
7,Prober,2.2814102564102563,0.5120101137800253,4.0,0.4076923076923077,0.26223923824330353,0.24618348770061377,0.2542083750530008,0.23736889900308192,0.611795682949529,0.5275230488465783,0.620962546754402,0.532243397628013
8,Remorseful Prober: 0.1,2.2637820512820515,0.5455746367239102,3.5,0.6230769230769231,0.30607713530301023,0.24507662836616922,0.22254684778293662,0.22629938854788384,0.6346179012170915,0.4767399267399267,0.6060110829341598,0.29465961389038314
9,Win-Stay Lose-Shift: C,2.2634615384615384,0.5603674540682415,4.0,0.6461538461538462,0.2980699701593276,0.2653778037601747,0.22797299311529393,0.2085792329652036,0.6720577499423653,0.3520581982120443,0.3904939757212484,0.65352275929199
10,Hard Tit For Tat,2.246794871794872,0.5545454545454546,4.0,0.676923076923077,0.2865999721116481,0.2721857273900661,0.25497436785265415,0.18623993264563157,0.6277143796374566,0.3784822015591246,0.5330973764797294,0.540724707391374
11,Gradual,2.2294871794871796,0.575031525851198,3.0,0.6346153846153846,0.3121365730228102,0.26733347054559997,0.20909781308090258,0.2114321433506873,0.6218749136735562,0.3901066881836112,0.666523647292878,0.5318260799030029
12,Grudger,2.2102564102564104,0.5331491712707183,4.0,0.6538461538461539,0.27323221616767635,0.25434104316183576,0.27219852994098415,0.20022821072950375,0.5813295678680294,0.392751924001924,0.4459595959595959,0.45752580752580757
13,"BackStabber: ('D', 'D')",2.155982905982906,0.6231707317073171,3.0,0.6730769230769231,0.34537373847877084,0.2823630879070585,0.1968453614871041,0.17541781212706647,0.6270383201933935,0.5909515321280028,0.615199117122194,0.5922466422466421
