Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
0,Defector,3.090909090909091,0.24203821656050956,5.0,0.24242424242424243,0.13842196969010825,0.10380733218166792,0.4528099229387205,0.3049607751895034,0.5833333333333333,0.25,0.29215007215007216,0.3333333333333333
1,Prober,3.0227272727272725,0.36363636363636365,5.0,0.2916666666666667,0.20626098901601206,0.15615663371886787,0.3955592031872019,0.24202317407791824,0.856060606060606,0.6366666666666667,0.8154761904761905,0.9020833333333333
2,Suspicious Tit For Tat,2.8893939393939396,0.33059548254620125,4.0,0.2689393939393939,0.201608521627286,0.12892024337422142,0.3818404750646404,0.2876307599338521,0.8264285714285716,0.4916666666666667,0.8934343434343436,0.5071428571428571
3,Hard Tit For Tat,2.3636363636363638,0.6948257655755016,2.0,0.726010101010101,0.4152969289783614,0.27992235898621326,0.1962510970070312,0.10852961502839419,0.7401681651681652,0.38749999999999996,0.8116883116883117,0.6666666666666666
4,Forgiving Tit For Tat,2.356060606060606,0.7050209205020921,2.0,0.7411616161616161,0.43870085627542516,0.26816598383643997,0.17110349485314458,0.12202966503499023,0.6961111111111111,0.5277777777777778,0.8061904761904761,0.6666666666666666
5,Alternator,2.303030303030303,0.6533192834562698,2.0,0.6994949494949495,0.39827025177352426,0.25531635405712316,0.20684276781291358,0.1395706263564392,0.33933982683982683,0.3255102040816326,0.7916666666666667,0.8222222222222223
6,Grudger,2.3030303030303028,0.6874340021119324,2.0,0.7247474747474747,0.41742359330527257,0.26911125167773436,0.18608671944604016,0.12737843557095296,0.6897186147186147,0.32738095238095233,0.7073809523809523,0.8333333333333333
7,Win-Stay Lose-Shift: C,2.272727272727273,0.6799163179916318,2.0,0.7146464646464646,0.4208954516947863,0.25994019858328143,0.18072380209614186,0.13844054762579033,0.7396005509641874,0.3835978835978836,0.44761904761904764,0.6904761904761905
8,Cooperator,2.227272727272727,0.7460815047021944,1.5,0.7449494949494949,0.45671085162655595,0.2888196217703698,0.14509263802970487,0.10937688857336943,0.7813703972794882,0.794642857142857,0.8611111111111112,0.9285714285714286
9,Remorseful Prober: 0.1,2.227272727272727,0.6793032786885246,2.0,0.7159090909090909,0.415446315050269,0.2641384577064729,0.17999472090430213,0.14042050633895592,0.6465223665223665,0.5533333333333333,0.7964285714285714,0.3333333333333333
10,Gradual,2.2,0.6876332622601279,2.0,0.7159090909090909,0.4287336152164345,0.2600744077379172,0.18333318843010976,0.12785878861553857,0.7591892955529318,0.4166666666666667,0.78,0.35666666666666663
11,"BackStabber: ('D', 'D')",2.1818181818181817,0.7502623294858342,1.0,0.7537878787878788,0.46204479567978873,0.2889983886434638,0.1437332025038221,0.10522361317292554,0.7864285714285714,0.7554593554593555,0.8240740740740741,0.8400000000000001
