Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
0,Defector,3.859259259259259,0.0,9.0,0.0,0.0,0.0,0.6122631800691924,0.38773681993080744,0,0,0,0
1,Prober,3.312962962962963,0.4482758620689655,5.0,0.0,0.20636451788467974,0.23847782438833287,0.4411886075389929,0.11396905018799439,0.798941798941799,0.7526574302890091,0.8728760619690155,0.75
2,Alternator,2.7145502645502653,0.64,3.0,1.0,0.4247305642932171,0.2177841301368491,0.29252896753803476,0.0649563380318991,0,0,1.0,1.0
3,Grudger,2.572222222222222,0.8147058823529412,1.0,1.0,0.7073170731707318,0.11856264491984397,0.07353498266165458,0.10058529924776975,1.0,0,0,0
4,Forgiving Tit For Tat,2.5277777777777777,0.8611111111111112,0.0,1.0,0.7545768291387916,0.11948323990790762,0.05028981274999116,0.0756501182033097,1.0,0,1.0,0
5,Remorseful Prober: 0.1,2.490740740740741,0.8706624605678234,0.0,1.0,0.7223028986186881,0.14346774824463612,0.06800861735072261,0.06622073578595317,0.9696731029810298,0,0.8987012987012987,0
6,Win-Stay Lose-Shift: C,2.4444444444444446,0.8782234957020058,0.0,1.0,0.7119883040935673,0.15838654232212757,0.06670594396438859,0.06291920961991662,1.0,0,0,1.0
7,Tit For 2 Tats,2.3656084656084655,0.9585889570552147,0.0,1.0,0.7800127961812744,0.1786266055790326,0.0,0.04136059823969293,1.0,0.841982234689107,0,0
8,Cooperator,2.3333333333333335,1.0,0.0,1.0,0.7776619084838263,0.2223380915161737,0.0,0.0,1.0,1.0,0,0
9,"BackStabber: ('D', 'D')",2.3333333333333335,0.984,0.0,1.0,0.7734894213767453,0.20883628630107504,0.001443001443001443,0.0162312908791782,1.0,0.9279828358775727,0,0
