Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
0,Defector,3.3968253968253967,0.0,12.0,0.0,0.0,0.0,0.48931379770472105,0.510686202295279,0,0,0,0
1,Suspicious Tit For Tat,3.189285714285714,0.40351470091247044,9.0,0.0,0.20547812014958142,0.19227862912814772,0.4041739115723105,0.19806933914996042,1.0,0,1.0,0
2,Prober,3.0564625850340144,0.48077566031427615,6.0,0.0,0.24311944707273284,0.24250948760011953,0.34910537303461897,0.16526569229252863,0.8582199796460314,0.7407533886256629,0.8947985237687135,0.7709273182957393
3,Random: 0.5,2.8738095238095234,0.490766073871409,6.0,0.48336594911937375,0.30416722970138005,0.18613323031843138,0.3141323135865111,0.19556722639367755,0.4870875336278305,0.5193319976311485,0.48428795349040704,0.5318911807956431
4,Alternator,2.6689625850340137,0.6093640810621943,5.0,1.0,0.3516697070492139,0.25849615852636537,0.31628945856652085,0.07354467585790005,0,0,1.0,1.0
5,Remorseful Prober: 0.1,2.547619047619048,0.792695652173913,1.0,1.0,0.6400760530664823,0.15927400843781545,0.1256715794405438,0.07497835905515844,0.8993106446994953,0,0.9418343151101772,0.7037037037037037
6,Hard Tit For Tat,2.5,0.779590419993058,1.0,1.0,0.6706601181837032,0.1166272711640882,0.0829932787876713,0.12971933186453738,1.0,0,0.034482758620689655,0
7,Tit For Tat,2.5,0.8698961937716263,0.0,1.0,0.720980250597391,0.14757294505825563,0.0748035220314282,0.056643282312925175,1.0,0,1.0,0
8,Forgiving Tit For Tat,2.4976190476190476,0.8715139442231076,0.0,1.0,0.7121022524993024,0.15236117940926777,0.07464263305262547,0.06089393503880424,1.0,0,1.0,0
9,Grudger,2.488095238095238,0.772256728778468,1.0,1.0,0.680640347307014,0.1070921566255307,0.07591205460138546,0.13635544146606987,1.0,0,0,0
10,Gradual,2.482142857142857,0.9089019743678559,0.0,1.0,0.7448374004344435,0.1639090499411781,0.05254775924102737,0.038705790383350994,1.0,0.22191772969122195,0.8991071428571429,0.8521259102654452
11,Win-Stay Lose-Shift: C,2.472222222222222,0.8404255319148937,0.0,1.0,0.6783890071755554,0.16257537776359654,0.08113063152914543,0.07790498353170246,1.0,0,0,1.0
12,"BackStabber: ('D', 'D')",2.371428571428571,0.9712643678160919,0.0,1.0,0.7916659365747517,0.1813712874216746,0.00035893754486719307,0.02660383845870643,1.0,0.9529180134399873,0,0
13,Tit For 2 Tats,2.363095238095238,0.9468267581475128,0.0,1.0,0.7894478933408642,0.16141159225430274,0.0036818851251840938,0.04545862927964891,1.0,0.8661898335582546,1.0,0
14,Cooperator,2.3249999999999997,1.0,0.0,1.0,0.786855237830213,0.21314476216978698,0.0,0.0,1.0,1.0,0,0
