Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
0,Defector,4.037037037037037,0.0,8.0,0.0,0.0,0.0,0.7214885856953113,0.27851141430468856,0,0,0,0
1,Prober,3.7777777777777777,0.26865671641791045,6.0,0.0,0.0867780615864907,0.1776332648853496,0.5899822828237297,0.14560639070442993,0.8888888888888888,0.8333333333333333,1.0,0.875
2,Random: 0.5,3.1296296296296293,0.48161764705882354,4.0,0.48148148148148145,0.34740593768371547,0.13524246118200367,0.3763300999412111,0.14102150119306983,0.5187074829931972,0.8333333333333334,0.5708333333333333,0.41111111111111115
3,"BackStabber: ('D', 'D')",2.3333333333333335,1.0,0.0,1.0,0.7637566137566139,0.23624338624338626,0.0,0.0,1.0,1.0,0,0
4,Win-Stay Lose-Shift: C,2.3333333333333335,0.9384057971014492,0.0,1.0,0.7078189300411524,0.22510288065843628,0.03292181069958848,0.03415637860082305,1.0,0,0,1.0
5,Forgiving Tit For Tat,2.3333333333333335,0.9293286219081273,0.0,1.0,0.7261813537675607,0.20017303176368806,0.03409961685823755,0.039545997610513736,1.0,0,1.0,0
6,Gradual,2.3333333333333335,0.9357142857142857,0.0,1.0,0.7189814814814814,0.21666666666666667,0.033101851851851855,0.03125,1.0,0.17142857142857143,1.0,1.0
7,Tit For Tat,2.3333333333333335,0.9518518518518518,0.0,1.0,0.7293981481481483,0.22342171717171722,0.03842592592592593,0.008754208754208757,1.0,0,1.0,0
8,Grudger,2.2777777777777777,0.9236363636363636,0.0,1.0,0.6984126984126984,0.225452847805789,0.03664799253034547,0.039486461251167136,1.0,0,0,0
9,Tit For 2 Tats,2.185185185185185,0.9717314487632509,0.0,1.0,0.7480709876543209,0.22614832970225124,0.003086419753086419,0.022694262890341318,1.0,0.7954545454545454,0,0
