Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
0,Defector,2.9936507936507932,0.0,9.0,0.0,0.0,0.0,0.36434719718058506,0.6356528028194148,0,0,0,0
1,Prober,2.6914814814814814,0.47253117627232893,3.0,0.0,0.29786554075779925,0.19147999511998418,0.24215319596750756,0.268501268154709,0.8307503113325031,0.6907036966560776,0.8468848807128485,0.3024110218140069
2,Random: 0.5,2.635698723934018,0.49153667441088617,4.0,0.5027322404371585,0.26358381598821323,0.22795367521284804,0.2723635183943169,0.23609899040462187,0.4764277275670109,0.4737131705312815,0.5210553258222581,0.47589548785098024
3,Tit For Tat,2.5833333333333335,0.8657276995305164,0.0,1.0,0.771774106467984,0.07398827929440174,0.0380952380952381,0.11614237614237616,1.0,0,1.0,0
4,Grudger,2.574074074074074,0.7426825345770344,1.0,1.0,0.68310322156476,0.05665527530955345,0.07225153077794413,0.1879899723477424,1.0,0,0,0
5,Forgiving Tit For Tat,2.563973063973064,0.8487060384870604,0.0,1.0,0.7669631555249722,0.07738747328963115,0.041778876513948,0.11387049467144866,1.0,0,1.0,0
6,Win-Stay Lose-Shift: C,2.522222222222222,0.8388470357025877,1.0,1.0,0.6974494283201407,0.1346162083581565,0.06983972470562116,0.09809463861608163,1.0,0,0,1.0
7,Gradual,2.5046296296296298,0.8976775496465836,0.0,1.0,0.770893756042271,0.12614296255496196,0.034346768010134344,0.0686165133926328,1.0,0.2995113903166444,0.8690476190476191,0.5705061983471074
8,Tit For 2 Tats,2.3714285714285714,0.870231496576459,0.0,1.0,0.7416777353869342,0.12572267055606667,0.008242664029014177,0.12435693002798495,1.0,0.6958281520493502,1.0,0
9,"BackStabber: ('D', 'D')",2.3626373626373627,0.8692282854375202,0.0,1.0,0.7355886128520728,0.14495205013969648,0.015479876160990712,0.10397946084724005,1.0,0.8222625225034417,0,0
