Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
0,Defector,3.6666666666666665,0.0,11.0,0.0,0.0,0.0,0.5467380424817695,0.45326195751823045,0,0,0,0
1,Suspicious Tit For Tat,3.4375,0.3239277652370203,7.0,0.0,0.108899298458122,0.2078917072463724,0.5128082533539676,0.1704007409415379,1.0,0,1.0,0
2,Prober,3.1861111111111104,0.4455337690631808,5.0,0.0,0.16161834120204036,0.28373528099975304,0.43000334503651255,0.12464303276169401,0.9296875,0.8509301156359982,0.9791666666666666,0.8181818181818181
3,Alternator,2.6666666666666665,0.6674132138857782,3.0,1.0,0.4229792613146346,0.2483510692637241,0.2783990763870652,0.050270593034576094,0,0,1.0,1.0
4,Hard Tit For Tat,2.5208333333333335,0.8514007308160779,0.0,1.0,0.7053083528493366,0.1504613473430295,0.07327391794604911,0.07095638186158501,1.0,0,0,0
5,Win-Stay Lose-Shift: C,2.513888888888889,0.8495850622406639,0.0,1.0,0.7044444444444445,0.16038530465949824,0.07570788530465951,0.05946236559139786,1.0,0,0,1.0
6,Remorseful Prober: 0.1,2.5124999999999997,0.8168859649122807,1.0,1.0,0.6581779373132025,0.1674265519341045,0.11518564453195729,0.05920986622073579,0.8782739961188237,0,0.9409090909090908,1.0
7,Gradual,2.4583333333333335,0.9140534262485482,0.0,1.0,0.726684768071146,0.18555051626052257,0.062301752705368425,0.025462962962962965,1.0,0.19166666666666665,1.0,0.9090909090909091
8,Forgiving Tit For Tat,2.4583333333333335,0.8839662447257384,0.0,1.0,0.7047909652076318,0.17855467013664844,0.07736865037000537,0.03928571428571428,1.0,0,1.0,0
9,Tit For Tat,2.4444444444444446,0.8872180451127819,0.0,1.0,0.7112843729040912,0.17412404542893356,0.07236935944475296,0.04222222222222222,1.0,0,1.0,0
10,Grudger,2.3958333333333335,0.8754365541327125,0.0,1.0,0.6974506974506974,0.1713119288119288,0.06686928811928812,0.06436808561808562,1.0,0,0,0
11,"BackStabber: ('D', 'D')",2.3333333333333335,0.9920454545454546,0.0,1.0,0.7903778980370668,0.20166462016824194,0.0019379844961240308,0.006019497298567065,1.0,0.9747596153846154,0,0
12,Tit For 2 Tats,2.316666666666667,0.9703296703296703,0.0,1.0,0.7903310513775631,0.18350615792476258,0.0,0.02616279069767442,1.0,0.9222222222222222,0,0
