Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
0,Defector,2.9243602202785874,0.0,7.0,0.0,0.0,0.0,0.3649452524689722,0.6350547475310278,0,0,0,0
1,Random: 0.5,2.5662092423176164,0.48843839087741525,4.0,0.49523809523809526,0.25412678962478535,0.23498820943082704,0.2697745012809488,0.2411104996634388,0.46148361246003106,0.48015540170859916,0.4896945723582659,0.5172203146271939
2,Alternator,2.5425635396587416,0.5263157894736842,3.0,1.0,0.23158287578904901,0.2948651681117991,0.31720763968119897,0.15634431641795302,0,0,1.0,1.0
3,Hard Tit For Tat,2.5306122448979593,0.6564516129032258,1.0,1.0,0.6007834191853562,0.04840270403433133,0.114582067366571,0.23623180941374147,1.0,0,0.11290322580645161,0
4,Tit For Tat,2.46530612244898,0.7523751149249157,0.0,1.0,0.626998828684222,0.12219361796535069,0.09323384379564156,0.1575737095547859,1.0,0,1.0,0
5,Forgiving Tit For Tat,2.4595238095238097,0.7631578947368421,0.0,1.0,0.6255622001599147,0.1275602862106278,0.093772210376688,0.15310530325276953,1.0,0,1.0,0
6,Tit For 2 Tats,2.2670068027210886,0.8432432432432433,0.0,1.0,0.6978435639646768,0.15445391042587658,0.013981762917933132,0.1337207626915134,1.0,0.7462534789124384,1.0,0
7,Cooperator,2.166666666666667,1.0,0.0,1.0,0.714966618290859,0.2850333817091411,0.0,0.0,1.0,1.0,0,0
